|name      |spect_type  |vmag |ra_deg      |dec_deg     |bv_color|
|HIP 41299 |K5III       | 5.74|126.39812618|+02.10224935|   1.528|
|HIP 20825 |K0III       | 5.74|066.94184598|-62.52121428|   1.005|
|HIP 75974 |K0III-IV    | 5.74|232.73297739|+64.20850517|   0.976|
|HIP 84769 |K5III       | 5.74|259.90436303|+80.13639898|   1.499|
|HIP 88136 |K2Vvar      | 5.74|270.03777781|+80.00379394|   0.516|
|HIP 16142 |K2III       | 5.74|052.00395041|-11.28648689|   1.102|
|HIP 56080 |K4III       | 5.74|172.42442712|+15.41338550|   1.371|
|HIP 97473 |F2V:+...    | 5.75|297.17520021|+11.81592014|   0.546|
|HIP 36396 |K5III       | 5.75|112.34212843|-10.32665700|   1.616|
|HIP 102092|M1III       | 5.75|310.34826007|-31.59814237|   1.551|
|HIP 104516|B9III       | 5.75|317.56480272|+53.56310952|  -0.111|
|HIP 98478 |K0IV        | 5.75|300.09627712|-66.94888773|   1.033|
|HIP 74066 |B8IV Si     | 5.75|227.05061050|-40.58385604|  -0.113|
|HIP 86782 |A2V         | 5.75|265.99651272|+53.80175482|   0.017|
|HIP 43798 |K2/K3III    | 5.75|133.80174626|-18.24120659|   1.327|
|HIP 26019 |K0III       | 5.75|083.28048500|-35.13930773|   1.085|
|HIP 63024 |M5III       | 5.75|193.73556688|+47.19673771|   1.451|
|HIP 34722 |A4IV        | 5.75|107.84616679|+26.85666896|   0.130|
|HIP 110023|G6III       | 5.75|334.27709235|-05.38721152|   0.878|
|HIP 24426 |G8III       | 5.75|078.62015802|-35.97703069|   1.009|
|HIP 35152 |M1III       | 5.75|108.98823076|+27.89742666|   1.605|
|HIP 109023|K2III       | 5.75|331.29714774|+26.67361826|   1.249|
|HIP 30827 |F5.5Ibv     | 5.75|097.14203636|+30.49306993|   0.779|
|HIP 80375 |A2svar...   | 5.75|246.10552808|+55.20504560|   0.001|
|HIP 7276  |G2IV        | 5.75|023.42805448|-07.02514279|   0.639|
|HIP 105282|B6V         | 5.75|319.86973952|+49.51028920|  -0.119|
|HIP 31940 |K5III       | 5.75|100.12015519|+77.99579710|   1.488|
|HIP 33024 |F0Vn        | 5.75|103.20619730|+08.38044841|   0.270|
|HIP 48982 |G9III:      | 5.75|149.90115690|+29.64532453|   1.059|
|HIP 41515 |B2V         | 5.75|126.99760675|-35.11378822|  -0.151|
|HIP 74582 |N0v         | 5.75|228.57986595|-70.07945566|   3.271|
|HIP 104364|K0III       | 5.75|317.13627084|-63.92827112|   1.180|
|HIP 85185 |A3V         | 5.75|261.13137304|+16.30107639|   0.074|
|HIP 14060 |K0II        | 5.75|045.29152748|-07.66283629|   1.043|
|HIP 115755|B9III       | 5.75|351.78054498|+42.91196859|  -0.007|
|HIP 10718 |K3III       | 5.75|034.49925395|+57.89980835|   1.175|
|HIP 115537|M0III       | 5.75|351.05516142|-51.89108428|   1.611|
|HIP 106003|F0V         | 5.75|322.03399511|+32.22513677|   0.333|
|HIP 22936 |A2Vs        | 5.75|074.02948687|+52.86971717|   0.105|
|HIP 79005 |B9V         | 5.75|241.90183590|-12.74534315|   0.018|
|HIP 29225 |B2.5Ib      | 5.75|092.43327240|+23.11346966|   0.192|
|HIP 32617 |F1V         | 5.75|102.07953302|-01.31883901|   0.292|
|HIP 34360 |B2V:nn      | 5.75|106.84412120|-23.84073435|  -0.117|
|HIP 110103|K3III       | 5.75|334.55247853|+62.80436392|   1.256|
|HIP 19525 |K1II-III    | 5.75|062.74592506|+33.58681380|   1.412|
|HIP 59229 |A3III       | 5.75|182.22432744|-44.32588609|   0.240|
|HIP 65466 |A3IV        | 5.75|201.27785348|+23.85443816|   0.090|
|HIP 7916  |F5V+...     | 5.75|025.43665870|-11.32366816|   0.443|
|HIP 102208|A0V         | 5.75|310.64624921|+82.53110584|   0.000|
|HIP 74239 |K0III       | 5.75|227.57771621|-26.33260080|   1.045|
|HIP 46657 |A0          | 5.75|142.69200638|-31.88917107|   0.066|
|HIP 62894 |B9Ia        | 5.75|193.34124905|-60.32848627|   0.295|
|HIP 32698 |B8IIIn      | 5.75|102.31839228|-02.27202783|  -0.098|
|HIP 54840 |K2III       | 5.75|168.41420693|-53.23190310|   1.309|
|HIP 12692 |B7IIIp...   | 5.76|040.76167775|+55.10607111|  -0.110|
|HIP 89968 |F8II        | 5.76|275.34578527|-18.85998365|   0.670|
|HIP 20268 |G8III-IV    | 5.76|065.17188935|+06.13090686|   0.914|
|HIP 44936 |G6III       | 5.76|137.29792608|-12.35770752|   0.937|
|HIP 74184 |F8Iab-Ib    | 5.76|227.37466411|-67.08412683|   0.675|
|HIP 97928 |K5III       | 5.76|298.53446904|-08.57416489|   1.664|
|HIP 8993  |K1III       | 5.76|028.96263355|+23.57734317|   1.185|
|HIP 72378 |B9.5V       | 5.76|221.98985195|-26.64613329|  -0.007|
|HIP 30836 |K0III       | 5.76|097.15587229|-17.46603282|   1.118|
|HIP 56445 |F5V         | 5.76|173.59189996|+03.06041500|   0.480|
|HIP 42090 |A2Vnn       | 5.76|128.68293147|+36.41971903|   0.051|
|HIP 101427|G6/G8II     | 5.76|308.32338660|-80.96482633|   1.122|
|HIP 18212 |K0III       | 5.76|058.41112532|+48.65056848|   1.040|
|HIP 16285 |A5V         | 5.76|052.47997851|-42.63425261|   0.205|
|HIP 85068 |G8/K0III    | 5.76|260.77963562|-56.52555632|   0.994|
|HIP 109620|M3III       | 5.76|333.09352250|+63.29107190|   1.645|
|HIP 85169 |B8Ib/II     | 5.76|261.07831712|-60.67376920|  -0.067|
|HIP 97816 |G8/K0III    | 5.76|298.15709206|-54.97103652|   0.915|
|HIP 96141 |Am          | 5.76|293.22412548|-53.18560103|   0.300|
|HIP 105696|A0III       | 5.76|321.10332831|-41.00669489|  -0.036|
|HIP 117756|K0III       | 5.76|358.21038458|-08.99669856|   1.171|
|HIP 95572 |F6III       | 5.76|291.60052721|+13.02365808|   0.456|
|HIP 7751  |K0V         | 5.76|024.94684603|-56.19644067|   0.880|
|HIP 78045 |A3V         | 5.76|239.02482214|-60.48230498|   0.087|
|HIP 113503|A7V         | 5.76|344.79915676|+11.72894102|   0.293|
|HIP 64445 |M0III       | 5.76|198.13729799|+11.55617035|   1.499|
|HIP 21192 |B9III       | 5.76|068.15642848|-03.20950026|  -0.117|
|HIP 62576 |A2V         | 5.76|192.32296815|+27.55232611|   0.051|
|HIP 100097|A2Vs        | 5.76|304.60315860|+55.39717050|   0.118|
|HIP 38474 |F5IVs       | 5.76|118.19946278|-05.42818693|   0.412|
|HIP 87836 |A7III/IV    | 5.76|269.17424596|-28.06534940|   0.207|
|HIP 22325 |F8V         | 5.76|072.13553607|-16.32958093|   0.537|
|HIP 103673|F5IV-V      | 5.76|315.08985065|-51.26563421|   0.480|
|HIP 91322 |A2V         | 5.76|279.39981039|-00.30942411|   0.067|
|HIP 72487 |F7IVw       | 5.76|222.32781437|+46.11639336|   0.482|
|HIP 31737 |B9npe...    | 5.76|099.59591342|+28.98439129|  -0.001|
|HIP 68276 |A0Vs        | 5.76|209.66220328|+21.69632104|  -0.002|
|HIP 61379 |G4IV        | 5.76|188.67690229|-44.67251655|   0.683|
|HIP 86254 |A2Vn        | 5.76|264.37957747|+24.30996890|   0.114|
|HIP 37329 |B3III       | 5.76|114.94951052|-38.26067563|  -0.071|
|HIP 91854 |K0III       | 5.76|280.90549491|-64.55131121|   0.967|
|HIP 26219 |K0III       | 5.76|083.81439488|-33.08000909|   1.120|
|HIP 65144 |K1III       | 5.76|200.24067905|-46.88005836|   1.106|
|HIP 80898 |K5III       | 5.76|247.80599042|+22.19543891|   1.605|
|HIP 65420 |F3V         | 5.76|201.13806845|-05.16392212|   0.415|
|HIP 110785|F7V         | 5.76|336.65507484|+04.39363758|   0.519|
|HIP 110602|K0III       | 5.76|336.11262494|-13.52940359|   0.970|
|HIP 16511 |B9IV        | 5.76|053.14970799|+09.37355768|  -0.072|
|HIP 90762 |A2V         | 5.76|277.76861912|+16.92860639|   0.053|
|HIP 30591 |B9V         | 5.76|096.43189775|-48.17684903|  -0.061|
|HIP 84690 |B9V         | 5.76|259.69932810|-44.12970725|  -0.049|
|HIP 83367 |G7III:      | 5.76|255.57775223|+25.50537839|   1.018|
|HIP 76568 |F2V         | 5.76|234.56726549|+46.79799524|   0.353|
|HIP 80054 |G6III       | 5.76|245.10512753|-55.13967135|   0.970|
|HIP 111196|K0III       | 5.76|337.90761619|-85.96740206|   1.020|
|HIP 29433 |B9.5V       | 5.76|093.00557898|+19.79057155|  -0.071|
|HIP 13654 |M6IIIvar    | 5.76|043.95209490|+18.33167607|   1.452|
|HIP 17579 |B8V         | 5.76|056.47693278|+24.55462128|  -0.036|
|HIP 51561 |B9          | 5.76|157.98937004|-45.06671373|  -0.194|
|HIP 30069 |B9V         | 5.76|094.92063879|-34.39659537|  -0.080|
|HIP 5361  |B8V         | 5.77|017.13936547|+58.26347937|  -0.019|
|HIP 85139 |K1III       | 5.77|260.99005723|+08.85258733|   1.251|
|HIP 25583 |M1III       | 5.77|082.00666898|+17.23924182|   1.634|
|HIP 54811 |K5/M0III    | 5.77|168.31120754|-44.37222081|   1.661|
|HIP 81641 |A1V         | 5.77|250.16119601|+04.21981484|  -0.004|
|HIP 56078 |A0V         | 5.77|172.41103268|-24.46405831|   0.067|
|HIP 114775|K2III       | 5.77|348.74389520|-41.10512524|   1.160|
|HIP 115280|F5V         | 5.77|350.22153629|+38.18247497|   0.468|
|HIP 67663 |B2Vp        | 5.77|207.94679307|-46.89863029|  -0.153|
|HIP 47013 |F7V         | 5.77|143.72245250|+72.20586410|   0.530|
|HIP 34888 |K0          | 5.77|108.27998092|-11.25136060|   1.508|
|HIP 104185|F7.5Ib-IIv  | 5.77|316.62600709|+31.18466842|   0.554|
|HIP 117628|M3III       | 5.77|357.83856042|+09.31350996|   1.661|
|HIP 2006  |G5III       | 5.77|006.35090309|+01.93972374|   0.855|
|HIP 74006 |G8III       | 5.77|226.85805467|-49.08863539|   0.920|
|HIP 59607 |B4III       | 5.77|183.35441052|-38.92915939|  -0.144|
|HIP 64692 |A7V         | 5.77|198.88352117|+40.85517240|   0.198|
|HIP 90804 |B2V         | 5.77|277.85705350|-10.79579343|   0.379|
|HIP 76376 |A2V         | 5.77|233.98782390|+54.63056806|   0.051|
|HIP 50027 |K0III:      | 5.77|153.20163836|+04.61469047|   1.178|
|HIP 87558 |F4IV-V      | 5.77|268.30941640|+06.10125423|   0.425|
|HIP 38994 |B2IVnpe     | 5.77|119.71065387|-60.82448838|  -0.082|
|HIP 20591 |F4V         | 5.77|066.15593384|+33.95988843|   0.400|
|HIP 81300 |K2V         | 5.77|249.08826456|-02.32383592|   0.827|
|HIP 25751 |B2V         | 5.77|082.47822116|+01.78926104|  -0.192|
|HIP 35941 |F0:III:     | 5.77|111.13935024|+27.63781901|   0.368|
|HIP 52452 |K3III+...   | 5.77|160.83711787|+04.74774961|   1.168|
|HIP 22336 |F8V         | 5.77|072.15084320|-05.67343877|   0.631|
|HIP 68390 |F6V         | 5.77|210.00102545|-25.01017978|   0.480|
|HIP 117491|A5m         | 5.77|357.36448204|+01.07619547|   0.167|
|HIP 37369 |M0III       | 5.77|115.06134304|+38.34456671|   1.654|
|HIP 46225 |A4V+...     | 5.77|141.36407358|-61.95061204|   0.137|
|HIP 32809 |K3III       | 5.77|102.59072133|-17.08455798|   1.435|
|HIP 1191  |B9V         | 5.77|003.72708897|-09.56955053|  -0.084|
|HIP 106393|A0V         | 5.77|323.23574046|+49.97760064|  -0.042|
|HIP 40155 |F7p         | 5.77|122.99988027|-46.64436989|   0.626|
|HIP 40344 |K1III       | 5.77|123.55537215|-35.49007215|   1.024|
|HIP 106897|F2V         | 5.77|324.75463604|+20.26545357|   0.314|
|HIP 31446 |B8Ib        | 5.78|098.81595606|+00.89022204|   0.004|
|HIP 45122 |B2IV-V      | 5.78|137.88912076|-46.58392947|  -0.218|
|HIP 79497 |F2III       | 5.78|243.34499914|-55.54084556|   0.365|
|HIP 61498 |A0V         | 5.78|189.00447532|-39.86944684|   0.003|
|HIP 25041 |B1V...      | 5.78|080.43150654|+08.42856342|  -0.114|
|HIP 35120 |M4III       | 5.78|108.91423401|+07.97773709|   1.537|
|HIP 58952 |G9III       | 5.78|181.31141141|+76.90595813|   1.029|
|HIP 36848 |K1III       | 5.78|113.64510631|-27.01244868|   1.045|
|HIP 8433  |F8V         | 5.78|027.17366149|+32.68948705|   0.572|
|HIP 29451 |M1III       | 5.78|093.08387494|+32.69338941|   1.646|
|HIP 86552 |A0V         | 5.78|265.31763202|-46.92181116|  -0.004|
|HIP 22024 |B2Ve        | 5.78|071.02215847|-08.50357425|  -0.076|
|HIP 20297 |F0/F2III    | 5.78|065.24179812|-81.58022679|   0.359|
|HIP 15876 |A0V         | 5.78|051.12366306|+33.53601771|  -0.001|
|HIP 18081 |B1V         | 5.78|057.97381828|+34.35912920|  -0.036|
|HIP 77562 |B8V         | 5.78|237.52962796|-53.20967534|  -0.076|
|HIP 1074  |M0/M1III    | 5.78|003.33145220|-84.99402068|   1.710|
|HIP 85699 |A2m         | 5.78|262.69570753|+86.96802383|   0.239|
|HIP 36362 |B2IV        | 5.78|112.27050532|-31.45622952|  -0.185|
|HIP 109471|M1III       | 5.78|332.65608471|+11.62467170|   1.617|
|HIP 82775 |O8Iab+...   | 5.78|253.74377203|-41.15085448|   0.132|
|HIP 93845 |A4III       | 5.78|286.65983699|+24.25075812|   0.104|
|HIP 87393 |K0III       | 5.78|267.89779898|-60.16401809|   1.008|
|HIP 77990 |Amvar       | 5.78|238.88508797|-60.17747419|   0.355|
|HIP 30463 |A0V         | 5.78|096.05783068|-60.28139797|  -0.001|
|HIP 38160 |F1V         | 5.78|117.30394188|-60.28402896|   0.428|
|HIP 43669 |B5III       | 5.78|133.45278722|-60.35393124|  -0.088|
|HIP 14893 |B9p Si      | 5.78|048.05932746|+27.25701296|  -0.106|
|HIP 72934 |G7III       | 5.78|223.59544161|-11.89833043|   0.982|
|HIP 91405 |B8III       | 5.78|279.62798112|-23.50484560|  -0.018|
|HIP 8046  |B8IIIn      | 5.78|025.83223958|+60.55137091|  -0.010|
|HIP 2876  |A4III       | 5.78|009.11392475|+60.32621728|   0.294|
|HIP 72208 |M5III       | 5.78|221.52498866|+15.13174102|   1.335|
|HIP 39221 |F2:V:       | 5.78|120.33644785|+59.04731836|   0.421|
|HIP 12803 |B9Vn        | 5.78|041.13737997|+15.31189952|  -0.024|
|HIP 33914 |K1III:      | 5.78|105.57287660|+15.33606893|   1.140|
|HIP 32851 |F2V         | 5.78|102.70757903|-00.54042726|   0.396|
|HIP 50078 |A3IV/V      | 5.78|153.36685079|-51.75580487|   0.136|
|HIP 21588 |F0V         | 5.78|069.53906817|+16.03338888|   0.312|
|HIP 60969 |M1III       | 5.78|187.47580895|-56.52496942|   1.572|
|HIP 110668|F3III       | 5.78|336.29329897|-70.43147060|   0.396|
|HIP 37223 |B3III       | 5.78|114.68293452|-36.49684165|  -0.148|
|HIP 105928|K3III       | 5.78|321.81181113|-21.19612774|   1.440|
|HIP 117887|M5IIb       | 5.78|358.69436350|+00.10934429|   1.466|
|HIP 78142 |K0/K1III+.. | 5.78|239.33888563|-36.18531380|   1.095|
|HIP 64332 |F7IV        | 5.78|197.78725433|-42.23282785|   0.521|
|HIP 343   |K0III       | 5.78|001.08233885|-16.52888969|   1.084|
|HIP 101475|B9sp...     | 5.78|308.47848189|+46.69386159|  -0.140|
|HIP 34215 |M0III       | 5.78|106.41250410|+09.18583678|   1.513|
|HIP 107887|B8III       | 5.78|327.89264809|+19.82664938|  -0.100|
|HIP 8778  |F0V         | 5.78|028.21703176|-16.92912351|   0.260|
|HIP 21148 |B0III SB    | 5.78|068.00767912|+53.91084467|   0.119|
|HIP 29388 |A3V+...     | 5.78|092.90241065|+48.71112468|   0.100|
|HIP 38210 |B9V         | 5.78|117.42081658|-66.19597303|  -0.040|
|HIP 12186 |G1V         | 5.78|039.24425358|-34.57734519|   0.653|
|HIP 103226|K0III       | 5.78|313.69938483|-17.92285285|   1.122|
|HIP 25397 |F5V         | 5.78|081.49926259|-19.69535296|   0.441|
|HIP 27280 |G8III       | 5.78|086.71731027|+09.52249963|   0.888|
|HIP 16591 |A5m         | 5.79|053.39592658|+39.89959026|   0.139|
|HIP 54561 |A1V         | 5.79|167.47242253|-32.36745668|   0.027|
|HIP 113902|K0III       | 5.79|345.99845700|-41.47903194|   1.069|
|HIP 43012 |K5III       | 5.79|131.48014451|-79.50457035|   1.595|
|HIP 23088 |A0V         | 5.79|074.53906826|+25.05052129|   0.018|
|HIP 54863 |K3III       | 5.79|168.50752833|+08.06095499|   1.128|
|HIP 51420 |A4V         | 5.79|157.52691646|+38.92514300|   0.087|
|HIP 37508 |M2III       | 5.79|115.46611813|+13.48051383|   1.669|
|HIP 27549 |G8III       | 5.79|087.51115293|+09.87122224|   0.876|
|HIP 95793 |A0V         | 5.79|292.25411887|+01.95052861|   0.088|
|HIP 43603 |K5/M0III    | 5.79|133.20008562|-38.72413106|   1.508|
|HIP 91118 |A0Vn        | 5.79|278.80245637|+18.20339202|   0.006|
|HIP 36251 |B8Vv comp VB| 5.79|111.96526084|-11.55686168|   0.583|
|HIP 31992 |B8III       | 5.79|100.27268782|+00.49533540|  -0.094|
|HIP 113048|A3m         | 5.79|343.41732810|+44.74920148|   0.282|
|HIP 108758|B5III       | 5.79|330.46074194|+52.88224628|  -0.106|
|HIP 109240|B7Vn        | 5.79|331.95971953|+21.70309155|  -0.077|
|HIP 106592|G9III:      | 5.79|323.82344304|-03.98329291|   1.110|
|HIP 21253 |K1III       | 5.79|068.39208243|-62.82363051|   1.028|
|HIP 35998 |F3V         | 5.79|111.28515547|-13.75197556|   0.432|
|HIP 12444 |F6V         | 5.79|040.05209879|-09.45268375|   0.524|
|HIP 36024 |B5III       | 5.79|111.35530599|-25.21776450|  -0.103|
|HIP 12114 |K3V         | 5.79|039.01596864|+06.88336423|   0.918|
|HIP 45743 |K1/K2III    | 5.79|139.88796486|-15.83453443|   1.285|
|HIP 28899 |A1V         | 5.79|091.52304862|-29.75852227|   0.041|
|HIP 63414 |A3V         | 5.79|194.91477267|-03.81194179|   0.203|
|HIP 42177 |B8 Si       | 5.79|128.96683262|-50.96967696|  -0.132|
|HIP 45915 |M4IIIa      | 5.79|140.43041783|+56.69924850|   1.511|
|HIP 78649 |A2V+...     | 5.79|240.83066182|+36.63181986|   0.586|
|HIP 7118  |K0III       | 5.79|022.93021487|-30.28292502|   1.073|
|HIP 10540 |F6IV-V      | 5.79|033.94139916|+25.78309877|   0.439|
|HIP 60463 |B8/B9V      | 5.79|185.93660912|-38.91135056|  -0.064|
|HIP 66681 |F3III-IV    | 5.79|205.04500863|-64.57655426|   0.401|
|HIP 64179 |K0III       | 5.79|197.30175990|+10.02246786|   1.025|
|HIP 110578|A0V         | 5.79|336.02861939|-04.83700102|  -0.033|
|HIP 110992|K2II        | 5.79|337.29254382|+26.76320924|   1.252|
|HIP 15192 |A0Ia        | 5.79|048.94988581|+57.14062522|   0.644|
|HIP 22913 |B9V         | 5.79|073.95898357|+15.04030639|  -0.085|
|HIP 48339 |K2IIICNp... | 5.79|147.80013966|-59.42567316|   1.354|
|HIP 52478 |A0Vs        | 5.79|160.93048735|+57.19932851|  -0.038|
|HIP 102026|K0III       | 5.79|310.13566467|-16.12435941|   0.997|
|HIP 88817 |A3V         | 5.79|271.95628810|+26.09726716|   0.127|
|HIP 80672 |K1IIICN...  | 5.79|247.06024024|-37.17981606|   1.104|
|HIP 97985 |Fp          | 5.79|298.70101118|+36.99565531|   0.773|
|HIP 26169 |M2/M3III    | 5.79|083.68659342|-73.74136684|   1.717|
|HIP 1657  |K5III       | 5.79|005.18974442|+32.91122853|   1.595|
|HIP 17585 |F0IV        | 5.79|056.50339866|+67.20188088|   0.347|
|HIP 30011 |B3II/III    | 5.79|094.74573891|-20.92562047|  -0.155|
|HIP 83150 |Ap Si       | 5.79|254.89159236|-69.26813178|  -0.103|
|HIP 23068 |G8III:      | 5.79|074.45268983|+23.94858492|   1.109|
|HIP 94434 |K2III       | 5.79|288.30695700|-25.90676384|   1.387|
|HIP 76532 |K0III       | 5.79|234.45024464|-23.14151509|   1.074|
|HIP 40866 |K1III       | 5.80|125.08721890|+20.74783186|   1.137|
|HIP 47498 |K0/K1III    | 5.80|145.25876248|-57.25944118|   1.083|
|HIP 28855 |A0V         | 5.80|091.36320378|-35.51368651|   0.027|
|HIP 42028 |A1V         | 5.80|128.50682149|-02.15160482|   0.007|
|HIP 76878 |A2m         | 5.80|235.47815864|+18.46389861|   0.207|
|HIP 79757 |A3V         | 5.80|244.18654828|+29.15030220|   0.063|
|HIP 13055 |G8p...      | 5.80|041.94847766|+81.44866603|   1.300|
|HIP 5550  |B7III-IV    | 5.80|017.79287081|+37.72413814|  -0.095|
|HIP 12239 |K5III       | 5.80|039.40002834|+65.74535775|   1.561|
|HIP 4267  |A1Vn        | 5.80|013.64674999|+19.18843611|  -0.016|
|HIP 47943 |M1III       | 5.80|146.54183697|+06.70861426|   1.639|
|HIP 110009|K3III:      | 5.80|334.21916736|-09.04003734|   1.158|
|HIP 98512 |A8III       | 5.80|300.20134846|-45.11293250|   0.295|
|HIP 52980 |A3m         | 5.80|162.57524733|-08.89772694|   0.156|
|HIP 55849 |K0III+...   | 5.80|171.69710349|-53.15995577|   0.517|
|HIP 55716 |K4III       | 5.80|171.24577834|+11.43030968|   1.376|
|HIP 56601 |F0V         | 5.80|174.07475383|+27.78130214|   0.248|
|HIP 3583  |G5IV        | 5.80|011.43930832|-47.55217573|   0.635|
|HIP 72552 |A4V         | 5.80|222.49327659|+28.61583341|   0.046|
|HIP 113031|B8IV/V      | 5.80|343.36954639|-11.61651887|  -0.082|
|HIP 44256 |G8II        | 5.80|135.19061260|-60.96384715|   1.211|
|HIP 85998 |A2V         | 5.80|263.65287832|+09.58672378|   0.040|
|HIP 23916 |B8V         | 5.80|077.08411634|-08.66527389|  -0.059|
|HIP 25708 |K1III...    | 5.80|082.34875680|-03.44637074|   1.149|
|HIP 418   |B8MNp...    | 5.80|001.27555231|+61.31396468|  -0.067|
|HIP 72210 |K0III       | 5.80|221.52813497|-23.15286204|   0.980|
|HIP 98819 |G1V         | 5.80|301.02693796|+17.07116105|   0.600|
|HIP 19571 |A1V + (F/G) | 5.80|062.90073099|-20.35627812|   0.165|
|HIP 59920 |K6III       | 5.80|184.37317610|+53.19144123|   1.330|
|HIP 33248 |A2V         | 5.80|103.76140934|-20.40485094|   0.048|
|HIP 35984 |K5III       | 5.80|111.23782838|+51.88734396|   1.610|
|HIP 34339 |B3V         | 5.80|106.77952459|-40.89329560|  -0.158|
|HIP 109332|B2III       | 5.80|332.24579432|-18.51957349|  -0.154|
|HIP 92367 |G6IV        | 5.80|282.36367328|-45.81023948|   0.891|
|HIP 50493 |F6V         | 5.80|154.65899399|-56.11067508|   0.481|
|HIP 34975 |K5III       | 5.80|108.54529505|-03.90175914|   1.585|
|HIP 18217 |A5m         | 5.80|058.42996876|+57.97536931|   0.182|
|HIP 111660|M1III       | 5.80|339.30359577|+75.37179180|   1.594|
|HIP 35785 |B8V         | 5.80|110.71692703|+55.28146955|  -0.078|
|HIP 37710 |F0IV        | 5.80|116.04059732|-36.06271326|   0.320|
|HIP 38848 |K3III       | 5.80|119.24778711|+15.79038246|   1.285|
|HIP 49764 |A0IV        | 5.80|152.37583168|-68.68283264|   0.015|
|HIP 44075 |F7/F8IV/V   | 5.80|134.68243659|-16.13324587|   0.521|
|HIP 171   |G3V         | 5.80|000.54018776|+27.08448905|   0.690|
|HIP 13834 |F5IV        | 5.80|044.52114653|+20.66881016|   0.415|
|HIP 50384 |F8Vw        | 5.81|154.31166926|+23.10645604|   0.500|
|HIP 99663 |K5III       | 5.81|303.36487180|+60.64043320|   1.476|
|HIP 5494  |K5III       | 5.81|017.58103932|+25.45803989|   1.466|
|HIP 24732 |A0V         | 5.81|079.55521962|+73.26813649|  -0.023|
|HIP 105413|M2III       | 5.81|320.27000230|+07.35454610|   1.663|
|HIP 66563 |F3V         | 5.81|204.67552479|-29.56067984|   0.431|
|HIP 16368 |B8V         | 5.81|052.71534366|-66.48971810|  -0.055|
|HIP 14187 |K2/K3III    | 5.81|045.73267366|-46.97504226|   1.304|
|HIP 90342 |A2IV        | 5.81|276.49488169|+29.82898959|   0.068|
|HIP 114167|F6.5IV-V+.. | 5.81|346.81169415|-50.68662467|   0.486|
|HIP 53762 |B8/B9V      | 5.81|164.99762038|-43.80713489|  -0.064|
|HIP 89609 |K2III       | 5.81|274.29845504|-17.37385188|   1.569|
|HIP 116582|B8V         | 5.81|354.38346323|+44.42903532|  -0.064|
|HIP 12148 |K0III:      | 5.81|039.14626535|+07.73007761|   1.040|
|HIP 17798 |K5III       | 5.81|057.14884582|-20.90293608|   1.602|
|HIP 77738 |G8III:      | 5.81|238.06909055|+55.82658167|   0.972|
|HIP 67143 |A0V         | 5.81|206.40390701|-26.11598461|   0.023|
|HIP 86620 |G0V         | 5.81|265.49182676|+72.15757591|   0.530|
|HIP 26545 |B8V         | 5.81|084.68136124|-40.70735801|  -0.078|
|HIP 115191|M0III       | 5.81|349.96825485|+42.07803394|   1.512|
|HIP 20465 |K5III       | 5.81|065.77358735|-24.89211883|   1.507|
|HIP 32402 |K3III       | 5.81|101.47383863|-52.40971351|   1.551|
|HIP 28287 |G8II        | 5.81|089.65648606|-44.03458558|   1.061|
|HIP 95222 |G8III:      | 5.81|290.58962436|-00.25227829|   1.093|
|HIP 11090 |F0III-IV    | 5.81|035.70984185|+41.39653472|   0.289|
|HIP 35202 |B4V         | 5.81|109.13273708|-38.31894033|  -0.133|
|HIP 99026 |F5V         | 5.81|301.55682854|+53.16506746|   0.445|
|HIP 10871 |K5III       | 5.81|034.97602796|-55.94484169|   1.570|
|HIP 118281|F8          | 5.81|359.87222432|+33.72413297|   0.539|
|HIP 65247 |B2.5Ib      | 5.81|200.56787422|-52.18295165|   0.072|
|HIP 64927 |K4.5III     | 5.81|199.61544766|+34.09829261|   1.366|
|HIP 113084|K0III       | 5.82|343.52879493|+40.37683633|   1.136|
|HIP 65536 |M1III       | 5.82|201.53343022|+72.39149824|   1.652|
|HIP 41621 |B2V         | 5.82|127.28155350|-44.16043155|  -0.160|
|HIP 93580 |A4V         | 5.82|285.88432906|+01.81893472|   0.182|
|HIP 116250|G2V         | 5.82|353.33143988|-77.38533173|   0.681|
|HIP 111600|K2III       | 5.82|339.14778918|-31.66369314|   1.074|
|HIP 55581 |A4:p        | 5.82|170.78402208|-56.77936853|  -0.004|
|HIP 78442 |K0III:      | 5.82|240.21316189|+04.42718026|   1.003|
|HIP 7078  |F6V         | 5.82|022.80632718|+70.26478860|   0.489|
|HIP 22573 |A2/A3V      | 5.82|072.86749463|-34.90623200|   0.105|
|HIP 95785 |K0III       | 5.82|292.23782315|+24.76868131|   1.023|
|HIP 75944 |K0III       | 5.82|232.66828146|-16.60945806|   1.056|
|HIP 31173 |A3m + A3m   | 5.82|098.11334517|+32.45494059|   0.188|
|HIP 91974 |B8III       | 5.82|281.20667981|-25.01086335|   0.033|
|HIP 112590|G8III:      | 5.82|342.04611234|+37.41684226|   1.024|
|HIP 28992 |B4Vnn       | 5.82|091.76528547|-34.31202171|  -0.137|
|HIP 100276|K5III       | 5.82|305.08915240|+17.79300261|   1.500|
|HIP 59728 |K0IIICN...  | 5.82|183.74825968|-20.84423329|   1.052|
|HIP 87812 |B2IV-V      | 5.82|269.07667921|+00.67035571|   0.058|
|HIP 31072 |G8III+...   | 5.82|097.80457202|-35.25886111|   0.813|
