|name      |spect_type  |vmag |ra_deg      |dec_deg     |bv_color|
|HIP 76207 |M2III       | 5.82|233.50723930|-40.06634857|   1.695|
|HIP 85207 |K0III       | 5.82|261.17516721|-21.44141348|   0.939|
|HIP 16846 |G5IV/V +K1IV| 5.82|054.19711994|+00.58815498|   0.885|
|HIP 38159 |B1.5IV      | 5.82|117.30361005|-46.85774089|  -0.142|
|HIP 68079 |K0IV        | 5.82|209.08288902|-46.59272882|   1.140|
|HIP 76569 |K0III       | 5.82|234.56767525|-21.01615303|   1.077|
|HIP 17891 |A5Vn        | 5.82|057.40258833|+63.29710438|   0.189|
|HIP 60584 |M3III       | 5.82|186.26343152|+56.77785826|   1.622|
|HIP 74096 |K1III       | 5.82|227.14818718|+25.10863675|   1.233|
|HIP 64822 |Am          | 5.82|199.30801256|-43.97944198|   0.187|
|HIP 92488 |F2Ib        | 5.82|282.74377104|-09.77410171|   0.594|
|HIP 16340 |B8V         | 5.82|052.65388405|+48.10365477|  -0.033|
|HIP 91532 |K4III       | 5.82|280.00166783|-07.79070788|   1.536|
|HIP 92027 |A1V         | 5.82|281.36814952|+05.50012301|   0.041|
|HIP 30703 |K3III       | 5.82|096.76723213|-58.00210529|   1.279|
|HIP 13835 |K2III       | 5.82|044.52369967|-23.60613828|   1.334|
|HIP 81472 |B2.5IV      | 5.83|249.60958867|-43.39837584|  -0.053|
|HIP 73566 |A4IV        | 5.83|225.52657921|-28.06052808|   0.164|
|HIP 103359|F0III       | 5.83|314.10599985|+50.72864966|   0.337|
|HIP 8544  |K1III+...   | 5.83|027.53575113|+22.27535660|   0.743|
|HIP 5021  |F6V         | 5.83|016.08145357|+61.58024409|   0.569|
|HIP 26396 |B9IV-V      | 5.83|084.28682553|+26.92452823|  -0.075|
|HIP 39380 |K2/K3III    | 5.83|120.76737445|-32.46357097|   1.225|
|HIP 48748 |K1III       | 5.83|149.14779191|-33.41854978|   1.202|
|HIP 110787|A2m         | 5.83|336.67685952|+78.78594317|   0.171|
|HIP 62512 |F5V         | 5.83|192.16390269|+60.31989667|   0.467|
|HIP 103810|B8III       | 5.83|315.53748512|+56.66961137|  -0.058|
|HIP 29575 |G8III       | 5.83|093.47601857|-03.74142288|   0.910|
|HIP 67861 |B2IIIe      | 5.83|208.48852887|-47.12815361|  -0.053|
|HIP 85760 |M3III       | 5.83|262.86447140|-80.85902834|   1.617|
|HIP 29379 |K0III       | 5.83|092.88460504|+24.42037914|   1.110|
|HIP 45559 |K0III       | 5.83|139.28221716|-14.57405765|   1.049|
|HIP 114382|F4IV        | 5.83|347.49016985|-42.86116912|   0.475|
|HIP 58181 |K1III       | 5.83|178.99336544|+56.59856271|   1.101|
|HIP 104680|F5IV        | 5.83|318.05695050|-40.26882840|   0.450|
|HIP 100069|O9V         | 5.83|304.52912505|+40.73209817|   0.073|
|HIP 105164|B5V         | 5.83|319.54610828|-04.51951158|  -0.130|
|HIP 70663 |Am          | 5.83|216.80124777|-46.13406420|   0.311|
|HIP 35749 |F3IV        | 5.83|110.60582057|-05.98280807|   0.352|
|HIP 71573 |A1V         | 5.83|219.56335468|+54.02338576|   0.007|
|HIP 56035 |F5Vawvar    | 5.83|172.26959813|+61.77778557|   0.382|
|HIP 88818 |A3V         | 5.83|271.95651031|+26.10122114|   0.158|
|HIP 3299  |G9III-IV    | 5.83|010.51431560|+66.14761311|   1.042|
|HIP 40077 |B3V         | 5.83|122.79501934|-48.46200365|  -0.146|
|HIP 45675 |B7Iab       | 5.83|139.67650557|-51.56065990|   0.474|
|HIP 97376 |B8Vn        | 5.83|296.86573441|+38.40761671|  -0.087|
|HIP 29629 |B5V         | 5.83|093.65294439|-04.56846315|  -0.155|
|HIP 13108 |K1III       | 5.83|042.13359632|+18.28387012|   1.216|
|HIP 81289 |G8II        | 5.83|249.04671628|+46.61332505|   1.044|
|HIP 36812 |A0Vnn       | 5.83|113.56622524|+03.37173632|  -0.018|
|HIP 85379 |A4V         | 5.83|261.68434277|+48.26007218|   0.121|
|HIP 80351 |A2sp...     | 5.83|246.04511352|+06.94817146|   0.018|
|HIP 108875|B9.5V       | 5.83|330.82925888|+11.38655605|  -0.050|
|HIP 95582 |M0III       | 5.84|291.61952782|+19.89161003|   1.558|
|HIP 56606 |B2.5IV      | 5.84|174.09325391|-61.05243721|  -0.102|
|HIP 82716 |F5Ib-II     | 5.84|253.61225569|-42.47887550|   0.626|
|HIP 111810|G8II        | 5.84|339.71924203|+19.52249181|   0.922|
|HIP 78168 |B3V         | 5.84|239.41862315|-20.98302564|   0.012|
|HIP 64623 |K0IV        | 5.84|198.68067991|-48.95680509|   1.061|
|HIP 99572 |F5V         | 5.84|303.10731366|-12.61702214|   0.476|
|HIP 95732 |B6III       | 5.84|292.08665305|+02.93006720|  -0.003|
|HIP 69829 |M3III       | 5.84|214.36851090|+15.26336094|   1.678|
|HIP 873   |K0III       | 5.84|002.67810574|-12.57980381|   1.000|
|HIP 71002 |K1III       | 5.84|217.81827528|-67.71705401|   1.006|
|HIP 106062|M4III       | 5.84|322.24898803|+22.17940400|   1.370|
|HIP 74539 |G8/K0II     | 5.84|228.47217392|-26.19355939|   1.139|
|HIP 92822 |F3III       | 5.84|283.69653895|+48.85972353|   0.452|
|HIP 64587 |F8Ib        | 5.84|198.57231883|-78.44744492|   1.040|
|HIP 15305 |K2III       | 5.84|049.36084175|-47.75173770|   1.228|
|HIP 76594 |G8III       | 5.84|234.64250158|+50.42335207|   0.847|
|HIP 34758 |A0IV/V      | 5.84|107.92337859|-20.88311563|  -0.038|
|HIP 11840 |K0III       | 5.84|038.21940851|+34.54245642|   1.083|
|HIP 14110 |G6III:      | 5.84|045.48372163|-09.96139327|   1.092|
|HIP 85889 |B9Ib/II     | 5.84|263.28077941|-41.17305756|   0.041|
|HIP 19454 |F5IV        | 5.84|062.50093270|+86.62635165|   0.393|
|HIP 10035 |K1III       | 5.84|032.28888091|-43.51647088|   1.197|
|HIP 50336 |K2III:      | 5.84|154.17433140|+25.37069774|   1.206|
|HIP 61916 |K3II        | 5.84|190.34602074|-46.14572729|   1.475|
|HIP 23883 |B2Ve        | 5.84|076.98097847|+21.70483596|   0.168|
|HIP 6502  |M0III       | 5.84|020.87903356|-30.94550599|   1.612|
|HIP 23148 |G8III       | 5.84|074.71244667|-82.47052255|   0.932|
|HIP 87472 |G8/K0III    | 5.84|268.08233216|-34.41683044|   1.129|
|HIP 112417|F0III-IV    | 5.84|341.54210525|+44.54597654|   0.358|
|HIP 12288 |F5V         | 5.84|039.57748196|-30.19388274|   0.476|
|HIP 63143 |A5m         | 5.84|194.07350869|+54.09948306|   0.204|
|HIP 35025 |M1IIIvar    | 5.84|108.67476926|+24.88520186|   1.554|
|HIP 95188 |K0III       | 5.84|290.46180286|-18.30816237|   1.062|
|HIP 81741 |G1II        | 5.84|250.43956303|-33.14562113|   0.653|
|HIP 9132  |M2III       | 5.84|029.43223051|+27.80452380|   1.576|
|HIP 91461 |A3V         | 5.84|279.80946248|-47.90980354|   0.233|
|HIP 52139 |F9V         | 5.84|159.78248119|+37.91011130|   0.595|
|HIP 108226|B2.5Ve      | 5.84|328.87912929|+65.32081194|  -0.037|
|HIP 88670 |B8III-IV    | 5.84|271.53083743|-08.32391503|   0.184|
|HIP 22407 |A8m         | 5.84|072.32941395|+32.58826794|   0.250|
|HIP 36721 |A3III       | 5.84|113.29074012|-24.71078019|   0.156|
|HIP 840   |K1III       | 5.84|002.57853868|-05.24851713|   0.973|
|HIP 117722|K2III       | 5.85|358.12520105|-14.25120700|   1.252|
|HIP 12686 |K0II-III    | 5.85|040.74778071|+53.52618220|   1.125|
|HIP 113622|K4III       | 5.85|345.17873968|+03.01200821|   1.343|
|HIP 34819 |F5IV        | 5.85|108.10994955|+24.12870291|   0.397|
|HIP 66798 |A2V         | 5.85|205.37423739|+64.82243969|   0.073|
|HIP 114641|G5III:      | 5.85|348.36045184|+11.06501583|   1.004|
|HIP 44406 |K3III:      | 5.85|135.68676211|+07.29826333|   1.100|
|HIP 57841 |F8V         | 5.85|177.92340338|-30.83409571|   0.554|
|HIP 45386 |K0/K1III+.. | 5.85|138.73819127|-37.60236629|   0.827|
|HIP 45314 |B6IV        | 5.85|138.53429096|-44.14585354|  -0.113|
|HIP 18606 |G9V         | 5.85|059.71842188|-05.46952376|   1.001|
|HIP 59608 |A2m         | 5.85|183.35831031|+10.26236039|   0.262|
|HIP 48734 |K2III:      | 5.85|149.10844321|+08.93310774|   1.129|
|HIP 95352 |G6.5IIIa    | 5.85|290.98536934|+43.38823710|   0.924|
|HIP 72959 |K2III       | 5.85|223.65800270|-33.30056091|   1.429|
|HIP 74100 |B7V         | 5.85|227.16338993|-42.86786973|  -0.123|
|HIP 20271 |B5III       | 5.85|065.17846608|-07.59249081|  -0.124|
|HIP 91438 |G5V         | 5.85|279.72269706|-21.05150199|   0.673|
|HIP 21604 |B8V         | 5.85|069.56599361|+20.68474222|  -0.019|
|HIP 94336 |G4V+...     | 5.85|288.02173147|+49.85423807|   0.666|
|HIP 77370 |A3m         | 5.85|236.90797351|+55.37661523|   0.249|
|HIP 111643|A1V         | 5.85|339.24508293|-40.59086511|   0.060|
|HIP 33377 |B8III       | 5.85|104.13358487|+46.27398621|  -0.079|
|HIP 76509 |K1III:      | 5.85|234.38351097|+54.50878294|   1.098|
|HIP 52948 |G8III:      | 5.85|162.43117856|-09.85262893|   1.074|
|HIP 52922 |B9.5IV/V    | 5.85|162.35190190|-59.32377833|   0.008|
|HIP 31039 |K0IV        | 5.86|097.69642228|+58.16345682|   0.934|
|HIP 23475 |K3          | 5.86|075.68904194|-04.21012550|   1.212|
|HIP 20341 |K2          | 5.86|065.36270888|-00.09786658|   1.320|
|HIP 33937 |M2III       | 5.86|105.63872677|+16.67446500|   1.659|
|HIP 43370 |G8III       | 5.86|132.50934024|-29.46301021|   0.948|
|HIP 10326 |K0III       | 5.86|033.25396814|-21.00023660|   1.006|
|HIP 16989 |G5III:      | 5.86|054.62189268|-07.39170945|   0.980|
|HIP 94157 |B5V         | 5.86|287.49022490|-41.89222924|  -0.080|
|HIP 100062|G8III       | 5.86|304.50573017|-21.80990013|   1.002|
|HIP 88101 |K5III       | 5.86|269.90318648|-04.82091169|   1.561|
|HIP 35347 |B8II/III    | 5.86|109.51773775|-43.98677255|  -0.117|
|HIP 53778 |K5III       | 5.86|165.04874547|-14.08329867|   1.501|
|HIP 82172 |M4IIIa      | 5.86|251.83227018|+42.23897955|   1.504|
|HIP 61420 |K1III       | 5.86|188.78397424|+21.88143144|   1.242|
|HIP 21972 |B9III       | 5.86|070.83999357|+49.97382624|   0.013|
|HIP 97081 |M0III       | 5.86|295.93784116|+41.77308397|   1.598|
|HIP 112997|K1III SB    | 5.86|343.25949461|+16.84126106|   1.132|
|HIP 61720 |K2/K3III    | 5.86|189.76451917|-30.42234930|   1.207|
|HIP 38712 |F2IV        | 5.86|118.88099024|+08.86305710|   0.369|
|HIP 29616 |A6m         | 5.86|093.61910415|+17.90637842|   0.253|
|HIP 8387  |B9.5V       | 5.86|027.04542790|+16.95563093|  -0.039|
|HIP 82621 |G5IV        | 5.86|253.35523754|-20.41548861|   0.685|
|HIP 25887 |K3III       | 5.86|082.89995202|-45.92540473|   1.349|
|HIP 13339 |G8III       | 5.86|042.92396836|+46.84200204|   0.903|
|HIP 48893 |K3III:      | 5.86|149.59545794|+72.87959798|   1.155|
|HIP 71184 |F6IV-V      | 5.86|218.38529489|-54.99861560|   0.482|
|HIP 89234 |F5V         | 5.86|273.14235762|-73.67177867|   0.464|
|HIP 3750  |K0IV        | 5.86|012.03698124|+72.67445774|   1.010|
|HIP 45585 |A0V         | 5.86|139.36514198|-74.73467629|  -0.024|
|HIP 77052 |G5V         | 5.86|236.00769128|+02.51552506|   0.684|
|HIP 79098 |B9V         | 5.86|242.18219664|-23.68535317|   0.020|
|HIP 1372  |B7III       | 5.86|004.28766746|+47.94741495|  -0.079|
|HIP 46736 |K3III       | 5.86|142.88722307|-35.71432898|   1.287|
|HIP 85049 |G8Ib/II     | 5.86|260.73011706|-58.01028930|   1.075|
|HIP 40357 |B2IV-V      | 5.86|123.59949300|-45.83454842|  -0.176|
|HIP 100738|G8II/III    | 5.86|306.36175161|-28.66327932|   1.101|
|HIP 25488 |A7m         | 5.86|081.77215841|-40.94377328|   0.239|
|HIP 71182 |K0III       | 5.86|218.37487581|-52.67948076|   1.085|
|HIP 89115 |K3III       | 5.86|272.81567436|-75.89079431|   1.253|
|HIP 69929 |Ap Si(Cr)   | 5.86|214.65956766|-18.71588164|   0.013|
|HIP 89099 |F0Vn        | 5.86|272.77306755|-41.35902019|   0.295|
|HIP 116380|K0Ib        | 5.86|353.74596038|+71.64204906|   1.681|
|HIP 72567 |G2V         | 5.86|222.56549508|+23.91176538|   0.576|
|HIP 79320 |F0IV        | 5.86|242.82403118|-41.11949816|   0.273|
|HIP 102772|B8II        | 5.86|312.32335608|-25.78119469|  -0.069|
|HIP 49893 |K3III       | 5.86|152.80330481|+37.40197095|   1.282|
|HIP 117503|G1IIIe      | 5.86|357.42066699|+36.42539712|   0.806|
|HIP 77541 |A2IV        | 5.86|237.48967022|-48.91238226|   0.068|
|HIP 36399 |F8V         | 5.86|112.35670842|-07.55147431|   0.487|
|HIP 46618 |K2III       | 5.86|142.59391346|-15.57719292|   1.193|
|HIP 105412|G7III:      | 5.87|320.26802428|-04.56015214|   0.912|
|HIP 35341 |A5Vn        | 5.87|109.50927066|+40.88336298|   0.181|
|HIP 102891|K1III       | 5.87|312.67375681|-12.54472977|   1.075|
|HIP 52841 |A1V         | 5.87|162.05888249|-31.68785403|   0.028|
|HIP 70657 |K3III       | 5.87|216.77963835|-65.82161161|   1.502|
|HIP 26487 |B8III       | 5.87|084.50463493|+07.54145541|  -0.061|
|HIP 62641 |A3V         | 5.87|192.54502356|+37.51688446|   0.170|
|HIP 77909 |B8III/IV    | 5.87|238.66474184|-25.24367939|  -0.065|
|HIP 30666 |A3Vn        | 5.87|096.66496281|-01.50726444|   0.070|
|HIP 37915 |B5V         | 5.87|116.54399474|-37.93370008|  -0.111|
|HIP 35626 |M3III       | 5.87|110.26808505|-25.89167605|   1.604|
|HIP 39191 |G8III:      | 5.87|120.23275932|+25.39282019|   1.021|
|HIP 5926  |K1V         | 5.87|019.04959061|+71.74384538|   2.042|
|HIP 100574|B2Vne       | 5.87|305.93485540|+37.47644822|  -0.173|
|HIP 6226  |A7V...      | 5.87|019.95121720|-00.50899490|   0.635|
|HIP 86219 |G9III       | 5.87|264.28682150|+72.45575693|   1.016|
|HIP 28011 |K2III:      | 5.87|088.87564797|-04.61649597|   1.173|
|HIP 109730|K2III       | 5.87|333.41104240|+28.60802681|   1.169|
|HIP 31665 |A2V         | 5.87|099.40999549|+56.85750718|   0.006|
|HIP 39184 |B5Vn        | 5.87|120.20818254|-54.15129599|  -0.134|
|HIP 9572  |K0II/III    | 5.87|030.74397324|-15.30594985|   0.966|
|HIP 90637 |B6IV        | 5.87|277.39879328|+23.86620645|  -0.096|
|HIP 207   |G8III       | 5.87|000.65034249|+66.09896341|   1.073|
|HIP 98416 |F8V         | 5.87|299.94787255|-09.95728408|   0.598|
|HIP 69965 |F7Vw        | 5.87|214.75469177|-25.81631724|   0.518|
|HIP 84248 |K0III-IV    | 5.87|258.32546891|-67.19637197|   1.070|
|HIP 32753 |B7III       | 5.87|102.45768904|+16.20291318|  -0.136|
|HIP 46652 |G8III:      | 5.87|142.68013936|+33.65582773|   1.032|
|HIP 86847 |A2/A3IV/V   | 5.87|266.17502411|-42.72930009|   0.163|
|HIP 55763 |M3III       | 5.87|171.38803347|-37.74754766|   1.503|
|HIP 62360 |K3III       | 5.87|191.69258582|-33.31541396|   1.326|
|HIP 20804 |B8IV        | 5.87|066.86987518|+11.21233208|   0.049|
|HIP 67836 |B5III       | 5.87|208.42962680|-53.37328052|   0.009|
|HIP 36444 |K0III       | 5.87|112.49893731|-52.65128759|   1.010|
|HIP 27533 |A1V         | 5.87|087.47295636|-22.97192372|   0.055|
|HIP 99889 |F5V:        | 5.87|304.00252971|+45.57965867|   0.447|
|HIP 50685 |A7Vn        | 5.88|155.26428436|+68.74773415|   0.241|
|HIP 97783 |K0III       | 5.88|298.05002110|-19.04486185|   0.979|
|HIP 83176 |M1/M2III    | 5.88|254.99043286|-25.09216189|   1.607|
|HIP 11348 |Ap SrCrEu   | 5.88|036.50156687|-15.34111517|   0.116|
|HIP 4346  |K5III       | 5.88|013.92668443|-07.34703997|   1.520|
|HIP 74901 |K5III       | 5.88|229.60888718|-00.46123725|   1.507|
|HIP 65550 |K0III:      | 5.88|201.56907049|+46.02810370|   0.985|
|HIP 111394|G6III       | 5.88|338.51203705|-01.57417924|   0.977|
|HIP 53723 |M1III       | 5.88|164.87897514|-16.35368059|   1.600|
|HIP 44024 |G8/K0II     | 5.88|134.48155402|-48.57293357|   1.060|
|HIP 1493  |A0IV        | 5.88|004.65924059|+31.51723388|  -0.014|
|HIP 26865 |A2/A3V      | 5.88|085.55815990|-22.37373687|   0.080|
|HIP 74296 |B9.5V       | 5.88|227.78664063|-84.78782184|  -0.031|
|HIP 65323 |K3III       | 5.88|200.82877172|-04.92438824|   1.431|
|HIP 94630 |M0III       | 5.88|288.85348310|+30.52644519|   1.665|
|HIP 67194 |A5V         | 5.88|206.55680620|+41.08884885|   0.211|
|HIP 61181 |K1III       | 5.88|188.04122968|-73.00104307|   1.078|
|HIP 30972 |K4III       | 5.88|097.51241701|+46.68553561|   1.448|
|HIP 98609 |B4V         | 5.88|300.43627799|+24.80042535|  -0.134|
|HIP 61558 |A3V         | 5.88|189.19737813|-05.83185110|   0.072|
|HIP 33415 |K0III:      | 5.88|104.23387146|+46.70553754|   1.093|
|HIP 21323 |B9p...      | 5.88|068.65830037|+28.96120368|  -0.048|
|HIP 104171|F3IV        | 5.88|316.59746974|+71.43207905|   0.386|
|HIP 41074 |F2Iab       | 5.88|125.70808174|-26.34823475|   0.379|
|HIP 14086 |G8/K0V      | 5.88|045.40604298|-28.09048221|   0.794|
|HIP 30545 |F8V         | 5.88|096.31836214|-00.94535265|   0.564|
|HIP 41935 |K2III       | 5.88|128.22939892|+38.01678677|   1.106|
|HIP 55086 |K0III:      | 5.88|169.17469204|+49.47627707|   1.102|
|HIP 46620 |M2III       | 5.88|142.59772226|-58.36190438|   1.676|
|HIP 71353 |B6V         | 5.88|218.88124123|-41.51738017|  -0.085|
|HIP 90930 |K0III       | 5.88|278.23053953|-73.96538378|   0.992|
|HIP 19129 |K2III       | 5.88|061.51320978|+68.67996526|   1.543|
|HIP 111259|A6V         | 5.88|338.10989375|+39.77975511|   0.166|
|HIP 31159 |K0V         | 5.88|098.08010878|+04.85599529|   0.997|
|HIP 29679 |K2III       | 5.88|093.78500463|-20.27226037|   1.322|
|HIP 24203 |F5          | 5.88|077.93896000|+01.03705465|   0.662|
|HIP 29852 |A2V         | 5.88|094.28988535|-37.25344284|   0.139|
|HIP 11670 |F6IV        | 5.88|037.63464227|+25.23521368|   0.412|
|HIP 94013 |K1IV        | 5.88|287.10785255|+52.42586424|   1.086|
|HIP 111934|K2/K3III    | 5.88|340.09324845|-30.65836159|   1.297|
|HIP 73493 |K2/K3III    | 5.88|225.30447474|-38.05831465|   1.246|
|HIP 28854 |F4V:        | 5.88|091.36258158|-10.24265912|   0.374|
|HIP 114366|K2III       | 5.88|347.43590830|-28.08857609|   1.311|
|HIP 87460 |B6Ib        | 5.88|268.05691299|-34.79918358|  -0.111|
|HIP 90915 |K5III       | 5.88|278.19227861|+23.61677633|   1.490|
|HIP 73310 |K3III-IV    | 5.88|224.72351684|-11.14386422|   1.274|
|HIP 7601  |G2V         | 5.88|024.47908355|-82.97528876|   0.620|
|HIP 62402 |A9V         | 5.88|191.82885595|+62.78113875|   0.215|
|HIP 2475  |K1III...    | 5.88|007.85668759|+33.58168169|   1.133|
|HIP 20020 |B+...       | 5.88|064.41777199|-63.25549171|  -0.061|
|HIP 40305 |G9III       | 5.88|123.45916037|+56.45231827|   1.016|
|HIP 31946 |K0III       | 5.88|100.13434964|+71.74875988|   1.223|
|HIP 109972|G8III       | 5.88|334.11046921|+57.22022542|   0.950|
|HIP 3093  |K0V         | 5.88|009.84206107|+21.25137390|   0.850|
|HIP 32226 |B0III       | 5.88|100.91102453|+03.93253483|  -0.046|
|HIP 107232|A9/F0V      | 5.88|325.76833446|-14.39975885|   0.255|
|HIP 105269|F2Ib        | 5.89|319.84241818|+38.23748156|   0.505|
|HIP 96234 |A5IV-III    | 5.89|293.53534254|-40.03463308|   0.105|
|HIP 11548 |G0V         | 5.89|037.20224439|+29.93158402|   0.591|
|HIP 96016 |K0III-IV    | 5.89|292.84005924|+26.61710997|   0.915|
|HIP 52043 |B3IV        | 5.89|159.51109079|-57.25631096|  -0.128|
|HIP 1630  |B7V         | 5.89|005.10163324|+30.93561514|  -0.098|
|HIP 44307 |A2V         | 5.89|135.35053849|+32.25229474|   0.088|
|HIP 13121 |A0V         | 5.89|042.19112221|+25.18807322|  -0.033|
|HIP 50860 |A6V         | 5.89|155.77640700|+33.90815509|   0.147|
|HIP 67605 |M2III       | 5.89|207.78836921|+34.66453000|   1.635|
|HIP 37752 |B8V         | 5.89|116.14249707|-37.94295545|  -0.115|
|HIP 3170  |G1V         | 5.89|010.10273354|-59.45568115|   0.564|
|HIP 24162 |F5V         | 5.89|077.82970507|-02.49078592|   0.462|
|HIP 9001  |K5III       | 5.89|028.97697359|+37.27780093|   1.599|
|HIP 62931 |B5Ia        | 5.89|193.45384782|-60.37624027|   0.200|
|HIP 93104 |B7IV        | 5.89|284.50792438|+38.26618277|  -0.090|
|HIP 116853|K0III       | 5.89|355.28696291|-11.68066248|   0.984|
|HIP 92117 |A2m         | 5.89|281.61909463|-00.96163956|   0.131|
|HIP 13949 |K2          | 5.89|044.91611677|+41.03305347|   1.445|
|HIP 41081 |A0V         | 5.89|125.72991589|-52.12377702|   0.018|
|HIP 69493 |F7Vw        | 5.89|213.41945412|-00.84512445|   0.489|
|HIP 79357 |K4II+...    | 5.89|242.94835302|+42.37450876|   1.464|
|HIP 58858 |F0IV-V      | 5.89|181.06906686|+21.45916332|   0.248|
|HIP 54537 |M2III       | 5.89|167.41064299|+43.20775162|   1.564|
|HIP 9307  |K0III-IV    | 5.89|029.89831329|+21.05860461|   1.031|
|HIP 72432 |M5III       | 5.89|222.15857155|-36.63458507|   1.369|
|HIP 58103 |A3Ib        | 5.89|178.75009496|-63.27917897|   0.210|
|HIP 103460|A2/A3III    | 5.89|314.41922341|-16.03154355|   0.180|
|HIP 92312 |A1V         | 5.89|282.22240149|+19.32877145|   0.022|
|HIP 84500 |B5Vnn       | 5.89|259.13216019|+01.21058377|   0.023|
|HIP 11033 |K2III       | 5.89|035.52073828|-17.66202807|   1.231|
|HIP 38267 |K2III       | 5.89|117.59951934|-50.50936470|   1.088|
|HIP 28271 |A5me del Del| 5.89|089.60182982|+01.83712742|   0.223|
|HIP 56287 |K1IIICN...  | 5.89|173.08331854|-66.96183490|   1.136|
|HIP 112833|K5          | 5.89|342.76223899|+85.37346100|   1.340|
|HIP 18735 |F4V...      | 5.89|060.20285787|+18.19406866|   0.319|
|HIP 81710 |B7IV        | 5.89|250.34637667|-68.29609440|  -0.078|
|HIP 75565 |K0III       | 5.89|231.56053440|-68.30918936|   1.000|
|HIP 86248 |K0III-IV    | 5.89|264.36379930|-50.05948478|   1.109|
|HIP 44283 |M1III       | 5.89|135.28536477|-68.68391841|   1.634|
|HIP 11381 |K2III       | 5.89|036.64651715|-20.04286354|   1.247|
|HIP 19284 |K5III       | 5.89|061.99754752|+17.33992101|   1.497|
|HIP 93574 |F8V         | 5.89|285.87367886|-68.75553290|   0.553|
|HIP 9353  |G2IV        | 5.89|030.03760293|+03.09763527|   0.610|
|HIP 58720 |B9V         | 5.89|180.65731961|-69.19227106|  -0.080|
|HIP 96620 |F6Vasv      | 5.89|294.67144862|+54.97339500|   0.482|
|HIP 101084|B9Vn        | 5.89|307.36294172|+56.06817898|  -0.052|
|HIP 80212 |G2Ib        | 5.89|245.62114131|-43.91202357|   1.121|
|HIP 40875 |F4V         | 5.89|125.10832165|+57.74324466|   0.421|
|HIP 2903  |B2.5IV      | 5.89|009.19713232|+15.23175994|  -0.146|
